गोलभेडा ठूलो(नेपाली),के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ११०.००,रू १२०.००,रू ११५.००
गोलभेडा सानो(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गोलभेडा सानो(भारतीय),के जी,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(तराई),के जी,रू ६०.००,रू ७०.००,रू ६५.००
आलु रातो,के.जी.,रू ३५.००,रू ४०.००,रू ३७.६७
आलु रातो(भारतीय),के जी,रू २५.००,रू ३०.००,रू २७.६७
आलु सेतो,के.जी.,रू २२.००,रू २५.००,रू २३.६७
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.६७
गाजर(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
गाजर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
बन्दा(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(नरिवल),केजी,रू ४०.००,रू ५०.००,रू ४५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
स्थानीय काउली(ज्यापु),केजी,रू ५०.००,रू ६०.००,रू ५५.००
काउली तराई,के.जी.,रू ३०.००,रू ३५.००,रू ३२.३३
मूला रातो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मूला सेतो(लोकल),के.जी.,रू ३०.००,रू ३५.००,रू ३२.६७
सेतो मूला(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
भन्टा लाम्चो,के.जी.,रू ३५.००,रू ४०.००,रू ३७.६७
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५५.००
मटरकोशा,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(राजमा),केजी,रू १३०.००,रू १४०.००,रू १३५.००
टाटे सिमी,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
तितो करेला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
फर्सी पाकेको,के.जी.,रू २५.००,रू ३०.००,रू २७.६७
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
सलगम,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भिण्डी,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
