भिण्डी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बरेला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू २०.००,रू २५.००,रू २२.३३
रायो साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
पालूगो साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
चमसूरको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
प्याज हरियो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बकूला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
तरुल,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(कन्य),के.जी.,रू १८०.००,रू २००.००,रू १९०.००
च्याउ(डल्ले),के जी,रू ३००.००,रू ३५०.००,रू ३२६.६७
कुरीलो,के.जी.,रू ०.००,रू ०.००,रू ०.००
ब्रोकाउली,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चुकुन्दर,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
सजिवन,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
रातो बन्दा,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
जिरीको साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
ग्याठ कोबी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेलरी,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
पार्सले,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सौफको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
इमली,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
तामा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तोफु,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
गुन्दुक,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
स्याउ(फूजी),के जी,रू २४०.००,रू २८०.००,रू २६०.००
केरा,दर्जन,रू १३०.००,रू १४०.००,रू १३५.००
कागती,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
अनार,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
अंगुर(हरियो),के.जी.,रू २००.००,रू २२०.००,रू २१०.००
अंगुर(कालो),केजी,रू ३००.००,रू ३२०.००,रू ३१०.००
सुन्तला(नेपाली),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तरबुजा(हरियो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मौसम,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
जुनार,के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
भुई कटहर,प्रति गोटा,रू १४०.००,रू १५०.००,रू १४५.००
काक्रो(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
काक्रो(हाइब्रीड),के जी,रू ४०.००,रू ५०.००,रू ४५.००
रुख कटहर,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
निबुवा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
नासपाती(चाइनिज),केजी,रू २२०.००,रू २५०.००,रू २३५.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
अम्बा,के.जी.,रू १२०.००,रू १५०.००,रू १३५.००
लप्सी,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
किनु,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ३५०.००,रू ४००.००,रू ३७५.००
किवि,केजी,रू १५०.००,रू २००.००,रू १७५.००
शरीफा,के‍.जी,रू २५०.००,रू ३००.००,रू २७५.००
आभोकाडो,के.जी,रू ३००.००,रू ३५०.००,रू ३२५.००
अमला,के.जी,रू ६०.००,रू ७०.००,रू ६५.००
अदुवा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
खु्र्सानी सुकेको,के.जी.,रू ४००.००,रू ४५०.००,रू ४२६.६७
खु्र्सानी हरियो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
खुर्सानी हरियो(बुलेट),के जी,रू ५०.००,रू ६०.००,रू ५५.००
खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू ९०.००,रू ८५.००
खुर्सानी हरियो(अकबरे),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
भेडे खु्र्सानी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
लसुन हरियो,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
हरियो धनिया,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
लसुन सुकेको चाइनिज,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
लसुन सुकेको नेपाली,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
छ्यापी सुकेको,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
छ्यापी हरियो,के.जी.,रू १२०.००,रू १५०.००,रू १३५.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २४०.००,रू २५०.००,रू २४५.००
ताजा माछा(छडी),के जी,रू २५०.००,रू २६०.००,रू २५५.००
ताजा माछा(मुंगरी),के जी,रू २६०.००,रू २८०.००,रू २७०.००
रुख टमाटर,केजी,रू ७०.००,रू ८०.००,रू ७५.००
